Basic_Sciences,Software_Practice,Algorithm_Theory,Systems,Hardware,Social_Cultural,Language_Comm,Math_Calc,Cluster,Student_ID,Cinsiyet,Yıl
0.0,0.0,0.0,0.0,0.0,1.066768008599763,0.0,0.4881488729524206,1,Öğrenci Sınıf Listesi,Erkek,2011.0
0.0,0.0,0.5173533659869819,0.20706226740099917,0.2081071446328196,0.9847089310151659,0.0,0.42300499474110587,13,Öğrenci Sınıf Listesi (1),Erkek,2012.0
0.8909123016428754,0.9346076165908526,0.9651024754237535,0.9314072920781131,0.73392370242808,1.0511719660102214,1.1013754122652428,0.8437512658723786,12,Öğrenci Sınıf Listesi (10),Erkek,2020.0
0.9288813640983464,0.8088298330139726,0.7190180449527097,0.772872301706891,0.7771124841912392,0.565275462377675,0.881767843403943,0.7015898740260507,11,Öğrenci Sınıf Listesi (100),Erkek,2015.0
0.0,0.0,0.0,0.0,0.0,0.6838256465383097,0.0,0.25884918795633866,1,Öğrenci Sınıf Listesi (11),Erkek,2013.0
0.955705923580539,0.9825938685448413,0.955828998220256,0.9874905667058338,0.9534467523818922,1.0666099815376116,1.1037130253851526,0.9012106127378493,3,Öğrenci Sınıf Listesi (12),Kadın,2019.0
0.7794672719100939,0.8140246546720675,0.6959472838981923,0.8325590690642143,0.8874194952562782,1.0793924295004371,1.0875295499396225,0.8684187969722712,12,Öğrenci Sınıf Listesi (13),Kadın,2018.0
0.9281990740740741,0.7583907306700396,0.7277874286206261,0.6917440552353129,0.7119277723690187,1.06091232140101,1.0427704211030715,0.726492558894868,4,Öğrenci Sınıf Listesi (14),Kadın,2020.0
0.8390774040927443,0.6931756891710484,0.6738434253584646,0.7949510270962915,0.673171659302941,1.0322329180861713,1.0195589530683964,0.6575853203910533,4,Öğrenci Sınıf Listesi (15),Erkek,2018.0
1.0392592592592593,1.0135464834148633,0.9132958721015104,0.9217660304932841,0.9015441072003371,0.9170514176052681,1.0887882646964973,0.6766369212589495,16,Öğrenci Sınıf Listesi (16),Erkek,2018.0
0.7606771215481715,0.7496489305950932,0.7585655952416206,0.7740271341858206,0.6991094466407708,0.7843120054247822,0.8078749064564622,0.7601417178930379,2,Öğrenci Sınıf Listesi (17),Erkek,2016.0
0.0,0.0,0.0,0.0,0.0,0.9026498534305687,0.0,0.6597177127546958,1,Öğrenci Sınıf Listesi (18),Erkek,2016.0
1.0105092592592593,0.6237704149171335,0.746327076516191,0.7251400912828085,0.8976979471863542,1.0228631899797602,0.9707023156045538,0.9232626262934668,9,Öğrenci Sınıf Listesi (19),Erkek,2017.0
